year,km_driven,fuel,seller_type,transmission,owner,seats,mileage,engine_size,brake_horsepower,SalePrice
2016,60000,Diesel,Individual,Manual,First Owner,5,27.28,1047,69,4000
2007,376412,Diesel,Individual,Manual,Second Owner,8,12.8,2494,102,3500
2014,80000,Petrol,Individual,Manual,Third Owner,7,16.02,1373,93.7,4250
2012,70000,Petrol,Individual,Manual,First Owner,5,17.92,1086,62.1,1800
2012,90000,Petrol,Individual,Manual,Third Owner,5,20.92,998,67.1,1700
2014,183000,Diesel,Individual,Manual,First Owner,9,15.96,2523,63,3700
2018,27000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,8000
2017,35000,Diesel,Individual,Manual,First Owner,5,23,1498,98.96,9000
2013,120000,Diesel,Individual,Manual,First Owner,5,22.9,1248,74,3900
2014,80000,Diesel,Individual,Manual,Second Owner,5,23.4,1248,74,4450
2014,70000,Diesel,Individual,Manual,Fourth & Above Owner,5,23.4,1248,74,4599.99
2009,120000,Diesel,Individual,Manual,Second Owner,5,21.1,1248,73.9,2000
2012,72000,Petrol,Individual,Manual,Second Owner,5,17.5,1197,85.8,3500
2007,120000,Diesel,Individual,Manual,Second Owner,7,12,2092,127,950
2014,250000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.04,5500
2016,100000,Diesel,Individual,Manual,First Owner,9,13.58,2499,72.4,9000
2013,120000,Diesel,Individual,Manual,Second Owner,7,15.3,2956,83.83,3500
2015,50000,Petrol,Individual,Automatic,First Owner,5,19.34,1198,76,3250
2014,32000,Petrol,Individual,Manual,First Owner,5,18.9,1197,82,4559.99
2008,60000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,1290
2017,40000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,2540
2014,48000,Diesel,Individual,Manual,First Owner,5,21.7,1498,98.96,5700
2018,30000,Diesel,Individual,Manual,First Owner,5,19.87,1461,83.14,8400
2010,100000,Diesel,Individual,Manual,Second Owner,7,13.93,2179,138.1,2350
2016,50000,Diesel,Individual,Manual,First Owner,7,18.49,1493,100,7000
2018,5000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,5280
2017,12000,Diesel,Individual,Manual,First Owner,5,17.1,1956,170,15000
2016,72000,Diesel,Individual,Manual,First Owner,9,15.96,2523,63,5600
2016,70000,Diesel,Individual,Manual,First Owner,9,15.96,2523,63,6000
2007,50000,Petrol,Individual,Manual,Second Owner,5,15.26,1150,74.9,1020
2014,70000,Diesel,Individual,Manual,Second Owner,7,15.1,2179,140,7500
2010,70000,Petrol,Individual,Manual,Third Owner,5,14.7,1150,76,1480
2015,50000,Petrol,Individual,Manual,First Owner,5,21.4,1197,83.1,6500
2012,40000,Petrol,Individual,Manual,First Owner,5,16.47,1198,73.9,3100
2014,30000,Petrol,Individual,Manual,First Owner,5,19.1,1197,82,4800
2018,15000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,3200
2015,40000,Petrol,Individual,Manual,First Owner,5,17.4,1497,117.3,7500
2017,40000,Petrol,Individual,Manual,First Owner,5,19.49,1198,67.04,3700
2013,60000,Petrol,Individual,Manual,Fourth & Above Owner,5,18.6,1197,85.8,3200
2013,67000,Petrol,Individual,Manual,First Owner,5,18.6,1197,85.8,4200
2010,60000,Petrol,Individual,Manual,Second Owner,5,17.5,1298,85.8,2400
2017,60000,Petrol,Individual,Manual,First Owner,5,22.5,999,67,2200
2016,30000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84,3500
2018,40000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,6750
2016,50000,Petrol,Individual,Manual,Second Owner,5,18.16,1197,78.8,4349.99
2006,200000,Petrol,Individual,Automatic,Third Owner,5,13.1,1997,141.1,1250
2016,14000,Petrol,Individual,Manual,Second Owner,6,18.15,1198,82,4000
2015,70000,Diesel,Individual,Manual,First Owner,9,13.58,2499,72.4,4250
2010,94000,Diesel,Individual,Manual,Second Owner,5,21.1,1248,75,3110
2015,197000,Diesel,Individual,Manual,First Owner,10,13.58,2499,72.4,5099.99
2015,79000,Diesel,Individual,Manual,Second Owner,5,25.83,1498,99,5300
2008,120000,Diesel,Individual,Manual,Second Owner,5,18.7,1896,66,2100
2019,30000,Diesel,Individual,Manual,First Owner,8,17.3,1497,121,9770
2018,20000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,4400
2018,17000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,4400
2018,20000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,6550
2016,60000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,2950
2018,20000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,6550
2007,70000,Petrol,Individual,Manual,Third Owner,5,15,1086,66.6,650
2017,150000,Diesel,Individual,Manual,First Owner,7,17.6,2179,153.86,12000
2017,35000,Diesel,Individual,Manual,First Owner,7,17.6,2179,153.86,12510
2010,60000,Diesel,Individual,Manual,First Owner,5,23.03,1396,69,2000
2016,40000,Diesel,Individual,Manual,First Owner,5,21.19,1396,88.73,7500
2017,57000,Petrol,Individual,Manual,First Owner,5,17.8,1198,86.7,4750
2012,120000,Diesel,Individual,Manual,Second Owner,5,17.8,1405,70,1100
2017,30000,Petrol,Individual,Manual,First Owner,5,23.01,999,67,3500
2016,175000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74,4500
2010,90000,Diesel,Individual,Manual,First Owner,5,17,1405,70,1500
2009,110000,Diesel,Individual,Manual,Second Owner,5,17.2,1396,53.5,800
2015,35000,Petrol,Individual,Manual,Second Owner,5,18.6,1197,81.83,4300
2017,81000,Diesel,Individual,Manual,First Owner,7,13.68,2393,147.8,14500
2011,100000,Diesel,Individual,Manual,First Owner,5,18.3,1991,147.9,3600
2017,60000,Diesel,Individual,Automatic,First Owner,7,17.6,2179,153.86,14450
2016,60000,Diesel,Individual,Manual,First Owner,5,26,1498,98.6,6700
2016,70000,Petrol,Individual,Automatic,First Owner,5,13.7,1991,183,20000
2015,50000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,4400
2012,90000,Diesel,Individual,Manual,First Owner,5,23,1396,90,2549.99
2018,65000,Petrol,Individual,Manual,First Owner,7,19.02,1198,67.05,5300
2016,40000,Diesel,Individual,Manual,Second Owner,7,16,1997,140,8900
2013,80000,Diesel,Individual,Manual,Second Owner,5,22.07,1199,73.9,2800
2017,35000,Petrol,Individual,Automatic,First Owner,5,21.21,1197,81.8,7250
2016,30000,Diesel,Individual,Manual,First Owner,7,18.49,1493,100,7000
2007,70000,Petrol,Individual,Manual,First Owner,5,18.2,998,67.1,900
2015,100000,Petrol,Individual,Manual,Second Owner,5,19.81,1086,68.05,2870
2018,55000,Petrol,Individual,Automatic,First Owner,5,14.8,1591,121.3,13800
2013,80000,Diesel,Individual,Manual,Second Owner,7,12.99,2494,100.6,7500
2016,40000,Petrol,Individual,Manual,First Owner,5,17.43,1396,105.5,6500
2013,108916,Petrol,Individual,Manual,Second Owner,5,20.51,998,67.04,2400
2013,40000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,2900
2014,80000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,2299.99
2016,50000,Diesel,Individual,Manual,Second Owner,5,26,1498,98.6,10000
2012,90000,Petrol,Individual,Manual,Second Owner,5,17.92,1086,62.1,2000
2004,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,19.7,796,46.3,900
2012,90000,Diesel,Individual,Manual,First Owner,5,23,1396,90,3300
2009,70000,Diesel,Individual,Manual,First Owner,5,21.1,1248,73.9,2000
2018,31000,Diesel,Individual,Manual,First Owner,6,25.32,1198,77,4200
2009,120000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,2600
2016,40000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,5900
2015,180000,Diesel,Individual,Manual,First Owner,5,25.2,1248,74,5450
2011,90000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,2100
2008,110000,Petrol,Individual,Manual,Second Owner,5,17.7,1497,78,1850
2006,59000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,1250
2014,60000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,2800
2005,70000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,980
2009,190000,Diesel,Individual,Manual,First Owner,5,17,1405,71,1000
2013,180000,Diesel,Individual,Manual,First Owner,5,20.8,1461,64.1,2500
2010,150000,Diesel,Individual,Manual,Second Owner,7,11.5,2982,171,7500
2007,130000,Diesel,Individual,Manual,Second Owner,5,16.52,1991,123.7,1600
2013,120000,Diesel,Individual,Automatic,Second Owner,5,22.32,1582,126.3,5099.99
2009,80000,Diesel,Individual,Manual,Second Owner,5,17.88,1396,52.8,950
2014,80000,Diesel,Individual,Manual,Second Owner,5,22.32,1582,126.32,5250
2017,20000,Petrol,Individual,Manual,First Owner,5,22.5,999,67,2780
1997,60000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37,500
2011,120000,Diesel,Individual,Manual,Third Owner,5,22.07,1199,73.9,2549.99
2019,10000,Petrol,Individual,Manual,First Owner,5,21.21,1197,81.8,6750
2016,147000,Diesel,Individual,Manual,Second Owner,5,26.59,1248,74,6000
2018,51000,Diesel,Individual,Manual,First Owner,5,25.1,1248,88.5,9500
2007,60000,Petrol,Individual,Manual,Third Owner,5,17.7,1497,78,2299.99
2009,220000,Diesel,Individual,Manual,First Owner,8,12.8,2494,102,6000
2017,20000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,3300
2017,40000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3500
2016,35000,Petrol,Individual,Manual,First Owner,5,16.2,1199,74,5600
2017,30000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,4400
2011,90000,Petrol,Individual,Manual,Second Owner,5,19,998,66.1,2200
2017,110000,Diesel,Individual,Manual,Second Owner,5,28.4,1248,74.02,7500
2015,140000,Diesel,Individual,Manual,First Owner,7,15.1,2179,140,8000
2007,104000,Diesel,Individual,Manual,Second Owner,5,17.2,1396,53.5,592.59
2018,9000,Petrol,Individual,Automatic,First Owner,5,21.4,1197,83.1,7400
2019,19000,Petrol,Individual,Automatic,Second Owner,5,20.89,1197,81.8,5700
2017,20000,Petrol,Individual,Automatic,First Owner,5,20.51,998,67,4300
2016,70000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,8000
2015,53000,Diesel,Individual,Manual,First Owner,5,24,1120,70,4500
2013,105000,Diesel,Individual,Manual,Second Owner,5,23.4,1248,74,4200
2015,16000,Diesel,Individual,Manual,First Owner,7,18.06,2523,63,7500
2019,7200,Petrol,Individual,Manual,First Owner,5,21.1,998,100.5,7800
2011,77000,Diesel,Individual,Manual,Second Owner,5,22.07,1199,73.9,3200
2017,40000,Diesel,Individual,Manual,First Owner,6,25.32,1198,77,6900
2012,70000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,3750
2017,50000,Petrol,Individual,Manual,First Owner,5,18.12,1196,86.8,6200
2016,58000,Petrol,Individual,Manual,Second Owner,7,15.37,1196,73,3700
2013,85000,Diesel,Individual,Manual,First Owner,7,16.55,2498,105,7700
2014,65000,Petrol,Individual,Manual,First Owner,5,19.1,1197,81.86,5000
2017,120000,Diesel,Individual,Manual,First Owner,6,25.32,1198,77,4500
2013,50000,Petrol,Individual,Manual,Second Owner,5,17.92,1086,62.1,1950
2018,30000,Petrol,Individual,Automatic,First Owner,5,20.51,998,67,4720
2014,58000,Petrol,Individual,Manual,Second Owner,5,23.95,998,67.05,2500
2011,70000,Diesel,Individual,Manual,Second Owner,5,25.44,936,57.6,1650
2018,110000,Diesel,Individual,Manual,Second Owner,5,20.65,1248,88.7,5250
2003,65000,Petrol,Individual,Manual,Third Owner,5,18.9,998,67.1,1450
2013,100000,Diesel,Individual,Manual,First Owner,5,22.3,1248,88.8,3250
2017,60000,Diesel,Individual,Manual,Second Owner,7,16.5,1493,70,6600
2014,90000,Diesel,Individual,Manual,Second Owner,5,19.68,1399,67,3100
2008,200000,Diesel,Individual,Manual,First Owner,7,13.6,2523,63,2500
2014,100000,Diesel,Individual,Manual,Second Owner,5,19.68,1399,67,3300
2012,80000,Diesel,Individual,Manual,Second Owner,5,20,1399,68,2500
2017,60000,Diesel,Individual,Automatic,First Owner,7,17.45,1493,100,6500
2016,40000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3050
2015,50000,Diesel,Individual,Manual,First Owner,5,26.21,1248,88.5,6000
2015,110000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,2800
2011,50000,Diesel,Individual,Manual,Second Owner,5,23.57,1396,70,1530
2018,30000,Diesel,Individual,Manual,First Owner,7,18.49,1493,100,7000
2017,40000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,3250
2016,40000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3050
2006,70000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37,1550
2012,80000,Petrol,Individual,Manual,Third Owner,5,20.92,998,67.1,2350
2016,15000,Petrol,Individual,Manual,First Owner,5,20.4,1197,81.8,5000
2004,150000,Diesel,Individual,Manual,Second Owner,7,13.6,2523,63,1200
2016,88000,Diesel,Dealer,Automatic,First Owner,5,21.66,1498,103.52,6750
2014,80000,Diesel,Dealer,Manual,First Owner,7,12.99,2494,100.6,9500
2018,59865,Diesel,Dealer,Manual,First Owner,7,15.1,2179,152.87,10510
2016,60000,Diesel,Dealer,Manual,First Owner,5,21.49,1498,108.5,5910
2015,72000,Diesel,Dealer,Manual,First Owner,5,22.54,1396,88.73,5850
2017,68140,Petrol,Dealer,Automatic,First Owner,5,18,1497,117.6,10250
2014,53190,Diesel,Dealer,Manual,First Owner,5,28.4,1248,74,4500
2014,70100,Diesel,Dealer,Manual,First Owner,5,22.54,1396,88.73,4849.99
2018,47725,Diesel,Dealer,Manual,First Owner,5,27.3,1498,98.6,6500
2014,70195,Diesel,Dealer,Manual,Second Owner,5,28.4,1248,74.02,4349.99
2011,77395,Diesel,Dealer,Manual,Second Owner,5,20,1399,68,1950
2019,17000,Diesel,Dealer,Manual,First Owner,8,17.3,1497,121,10000
2013,64000,Diesel,Dealer,Automatic,First Owner,5,14.62,1498,113.42,6500
2014,74321,Diesel,Dealer,Manual,First Owner,5,25.44,936,56.3,1900
2013,80235,Diesel,Dealer,Manual,Second Owner,5,28.4,1248,74.02,4099.99
2016,77150,Diesel,Dealer,Automatic,First Owner,5,17.01,1582,126.2,10500
2015,69000,Diesel,Dealer,Automatic,First Owner,5,22.15,1498,108.6,6510
2015,57000,Diesel,Dealer,Manual,First Owner,5,23.65,1248,88.5,6500
2017,89000,Diesel,Dealer,Manual,First Owner,5,21.14,1498,103.6,7500
2012,61100,Diesel,Dealer,Automatic,First Owner,5,14.3,1968,140,7990
2010,116000,Diesel,Individual,Manual,First Owner,5,18.7,1896,66,3550
2015,80000,Diesel,Individual,Manual,First Owner,5,23.9,1582,126.32,6000
2018,26000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74,6850
2018,100000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74,5099.99
2017,82050,Diesel,Individual,Manual,First Owner,5,19.3,1248,73.9,6500
2012,120000,Diesel,Individual,Manual,Second Owner,7,15.1,2179,140,6750
2018,30000,Petrol,Individual,Automatic,First Owner,5,24.04,999,67,3190
2019,6000,Petrol,Individual,Manual,First Owner,5,19.5,1199,88.76,6400
2017,30000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,6500
2015,70000,Diesel,Individual,Manual,First Owner,7,20.77,1248,88.76,6500
2015,70000,Diesel,Individual,Manual,First Owner,7,20.77,1248,88.76,6500
2008,120000,Diesel,Individual,Manual,First Owner,5,17.8,1248,75,1750
2014,76000,Diesel,Individual,Manual,Third Owner,5,24,1120,70,3750
2014,80000,Diesel,Individual,Manual,Second Owner,5,24,1120,70,4300
2008,110000,Diesel,Individual,Manual,Second Owner,5,17.2,1396,53.5,650
2009,70000,Petrol,Individual,Manual,Third Owner,5,13.2,1495,94,1500
2019,13000,Petrol,Individual,Manual,First Owner,5,17.19,1197,81.86,6200
2013,60000,Petrol,Individual,Manual,Second Owner,5,14.09,1596,99.6,2500
2011,165000,Diesel,Individual,Manual,First Owner,5,21.1,1248,73.9,2750
2013,120000,Diesel,Individual,Manual,Second Owner,10,13.58,2499,72.4,4540
2017,30000,Diesel,Individual,Manual,Second Owner,7,18.49,1493,100,6000
2011,100000,Diesel,Individual,Manual,Second Owner,5,20.54,1598,103.6,4000
2007,187000,Diesel,Individual,Manual,Second Owner,5,19.2,1461,65,1800
2016,70000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,7500
2016,40000,Petrol,Individual,Manual,First Owner,5,20.4,1197,81.8,5000
2017,22000,Diesel,Dealer,Automatic,First Owner,5,15.73,1968,174.33,28250
2020,5500,Diesel,Dealer,Manual,First Owner,5,26.8,1597,118,21250
2018,18000,Diesel,Dealer,Automatic,First Owner,5,19.62,1998,190,33500
2019,1500,Petrol,Individual,Automatic,First Owner,5,18.2,1199,88.7,8400
2015,46000,Diesel,Individual,Manual,First Owner,7,24.5,1498,98.6,10000
2017,24400,Diesel,Individual,Manual,First Owner,5,27.39,1248,74,7400
2018,29899,Diesel,Dealer,Automatic,First Owner,5,22.15,1498,108.6,12900
2018,20000,Diesel,Dealer,Automatic,First Owner,8,11.36,2755,171.5,18000
2020,2000,Petrol,Dealer,Manual,First Owner,5,20.7,1197,81.86,7750
2017,34000,Diesel,Dealer,Manual,First Owner,8,21.04,1461,83.8,6950
2018,31000,Petrol,Dealer,Automatic,First Owner,5,17.4,1197,81.86,7300
2016,46000,Diesel,Dealer,Automatic,Second Owner,7,11.45,2776,197.2,12950
2016,121000,Diesel,Dealer,Automatic,First Owner,7,12.08,2999,161,11600
2018,7000,Petrol,Dealer,Manual,First Owner,5,20.3,1086,68,5400
2016,10000,Petrol,Dealer,Automatic,First Owner,5,23.1,998,67.04,4349.99
2018,6000,Diesel,Dealer,Automatic,First Owner,5,17.9,2143,170,46000
2018,20000,Diesel,Dealer,Manual,First Owner,5,17,2596,80.8,9100
2015,59235,Diesel,Dealer,Manual,First Owner,5,19.67,1582,126.2,8500
2019,21000,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190,58000
2014,48000,Diesel,Individual,Manual,First Owner,5,25.8,1498,98.6,5200
2018,114000,Diesel,Individual,Manual,First Owner,7,14.95,2489,93.7,6500
2011,120000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,4300
2013,144000,Diesel,Individual,Manual,First Owner,5,21.9,1396,88.8,3600
2013,144000,Diesel,Individual,Manual,First Owner,5,21.9,1396,88.8,3500
2016,190000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,7910
2015,190000,Diesel,Individual,Manual,Second Owner,7,12.99,2494,100.6,9500
2019,20000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74,6900
2017,40000,Diesel,Individual,Manual,Second Owner,5,22,1582,126.2,8600
2012,100000,Diesel,Individual,Manual,First Owner,5,19.3,1248,73.9,3710
2008,60000,Diesel,Individual,Manual,Second Owner,5,16.8,1405,68,450
2006,201000,Diesel,Individual,Manual,First Owner,5,17.8,1399,68,550
2011,110000,Diesel,Individual,Manual,First Owner,5,20.54,1598,103.6,2400
2014,77215,Diesel,Individual,Manual,Second Owner,5,25.2,1248,74,4950
2015,48228,Petrol,Dealer,Manual,First Owner,5,18.7,1199,88.7,6710
2017,58559,Diesel,Dealer,Manual,First Owner,5,25.2,1248,74,6930
2016,50856,Diesel,Dealer,Manual,First Owner,5,26,1498,98.6,8029.99
2017,18300,Petrol,Individual,Manual,First Owner,5,17.8,1497,117.3,8900
2015,59292,Diesel,Dealer,Manual,First Owner,5,28.4,1248,74,4950
2018,10000,Petrol,Dealer,Automatic,First Owner,5,23.1,998,67.04,5450
2018,21147,Petrol,Dealer,Automatic,First Owner,5,21.4,1197,83.1,7750
2017,69000,Diesel,Dealer,Manual,First Owner,5,25.6,1498,97.9,9250
2019,10000,Diesel,Individual,Manual,First Owner,7,17.3,1497,121,14500
2018,16000,Diesel,Dealer,Automatic,First Owner,5,28.4,1248,74,7900
2017,36000,Diesel,Dealer,Manual,First Owner,8,13.68,2393,147.8,17899.99
2017,37000,Petrol,Dealer,Manual,First Owner,5,21.01,1197,81.8,6200
2016,61173,Diesel,Dealer,Manual,First Owner,5,27.62,793,47,3750
2016,30000,Diesel,Dealer,Automatic,First Owner,5,18.25,1968,187.74,24500
2014,75000,Diesel,Dealer,Manual,First Owner,7,15.1,2179,140,8500
2017,51000,Petrol,Dealer,Automatic,First Owner,5,19.56,1197,81.8,7500
2018,17000,Petrol,Dealer,Manual,First Owner,5,21.01,1197,81.8,7750
2008,100000,Diesel,Individual,Manual,Second Owner,5,17.8,1248,75,2600
2013,35000,Diesel,Individual,Automatic,Second Owner,5,17.68,1968,174.33,20000
2017,10000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,3000
2016,91567,Diesel,Individual,Automatic,Third Owner,7,16,2179,140,13000
2017,50000,Petrol,Individual,Manual,First Owner,5,23.1,998,67.04,3800
2017,60000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,4800
2016,35000,Petrol,Individual,Manual,Second Owner,5,22.74,796,47.3,2400
2014,33400,Petrol,Individual,Manual,First Owner,5,17.43,1396,105.5,5000
2015,36000,Petrol,Individual,Manual,First Owner,5,20.4,1197,83.11,4200
2011,180000,Diesel,Individual,Manual,Second Owner,5,20,1399,68,1300
2012,80000,Petrol,Individual,Manual,First Owner,5,20.92,998,67.1,1100
2007,120000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,1200
2017,80000,Diesel,Individual,Automatic,First Owner,5,28.4,1248,74.02,7000
2018,120000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,5500
2014,110000,Diesel,Individual,Manual,Second Owner,5,19.09,1405,69.01,1900
2018,70000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.04,6650
2014,120000,Diesel,Individual,Manual,Second Owner,7,14.95,2489,93.7,4450
2012,92686,Diesel,Dealer,Manual,Second Owner,5,21.9,1396,88.76,3400
2009,180000,Diesel,Individual,Manual,First Owner,5,13.6,1991,142,3300
2012,80000,Diesel,Individual,Manual,First Owner,5,21.02,1248,88.76,2700
2015,70000,Diesel,Individual,Automatic,First Owner,7,16,2179,140,10449.99
2009,117000,Diesel,Individual,Manual,First Owner,5,17.8,1248,75,2790
2018,15000,Petrol,Individual,Manual,First Owner,5,20.4,1194,94.93,6200
2007,100000,Diesel,Individual,Manual,Second Owner,5,16.6,1896,122.4,2500
